Id,SalePrice
1887,161758.088196
1888,156639.524461
1889,179595.507272
1890,136863.255485
1891,192934.794581
1892,194640.982492
1893,171840.107673
1894,156872.186449
1895,155204.775535
1896,152684.270666
1897,115225.690606
1898,176105.577452
1899,203462.749535
1900,215425.453415
1901,149349.448838
1902,197743.142331
1903,172615.647633
1904,194796.090484
1905,157415.064421
1906,63729.8372737
1907,92890.1397632
1908,272660.302451
1909,260716.987069
1910,282121.88996
1911,162068.30418
1912,201310.626147
1913,283052.537912
1914,162998.952131
1915,198984.006267
1916,117086.98651
1917,161447.872212
1918,190763.282693
1919,180681.263215
1920,160691.720751
1921,205808.757914
1922,209376.241729
1923,235560.409622
1924,226360.566849
1925,223491.068998
1926,205963.865906
1927,166721.543938
1928,186575.36691
1929,196618.60939
1930,176338.23944
1931,201310.626147
1932,143300.237152
1933,174166.727553
1934,204567.893978
1935,149465.779832
1936,169280.825806
1937,167264.42191
1938,167807.299882
1939,122127.996249
1940,158500.820364
1941,181069.033195
1942,157259.956429
1943,157415.064421
1944,136475.485505
1945,162378.520163
1946,203016.814058
1947,196424.7244
1948,183473.207071
1949,214339.697472
1950,175407.591489
1951,219458.261207
1952,186575.36691
1953,178664.85932
1954,177191.333396
1955,189832.634741
1956,201465.734139
1957,191849.038637
1958,180526.155223
1959,194098.10452
1960,171035.484965
1961,202939.260062
1962,175698.418973
1963,176008.634957
1964,183938.531047
1965,153072.040646
1966,184171.193035
1967,175213.706499
1968,152335.277684
1969,185334.502974
1970,162688.736147
1971,157938.553893
1972,169435.933798
1973,182077.235143
1974,183318.099079
1975,318456.254928
1976,196192.062412
1977,163309.168115
1978,184093.639039
1979,214805.021448
1980,225042.148917
1981,205188.325946
1982,198712.567281
1983,192004.146629
1984,221804.269585
1985,181844.573155
1986,194873.64448
1987,179285.291288
1988,194485.8745
1989,196347.170404
1990,189677.526749
1991,186265.150926
1992,154390.458577
1993,185877.380946
1994,179983.277251
1995,179440.39928
1996,136281.600515
1997,176803.563416
1998,188669.324802
1999,178587.305324
2000,201155.518155
2001,204567.893978
2002,158035.496388
2003,148729.016871
2004,174787.159521
2005,178587.305324
2006,179130.183296
2007,180157.773742
2008,156794.632453
2009,201775.950123
2010,167186.867914
2011,129960.949843
2012,193477.672552
2013,182697.667111
2014,157104.848437
2015,180526.155223
2016,166101.111971
2017,174632.051529
2018,178063.815851
2019,160265.173773
2020,100645.539361
2021,128254.761931
2022,180836.371207
2023,158151.827382
2024,139519.479848
2025,157104.848437
2026,200845.302171
2027,179130.183296
2028,194640.982492
2029,169513.487794
2030,219613.369199
2031,200224.870203
2032,226767.725328
2033,207204.729841
2034,215115.237432
2035,175562.69948
2036,180991.479199
2037,189677.526749
2038,264129.362892
2039,262229.289991
2040,208910.917753
2041,1902168449960000000
2042,171219.675705
2043,179750.615264
2044,182387.451127
2045,174476.943537
2046,193245.010565
2047,159586.576308
2048,148263.692895
2049,173236.079601
2050,198286.020303
2051,179983.277251
2052,177113.7794
2053,203947.46201
2054,251100.291567
2055,121740.226269
2056,184917.650246
2057,161292.76422
2058,174554.497533
2059,137561.241449
2060,148709.628372
2061,168582.839842
2062,174748.382523
2063,179517.953276
2064,180060.831247
2065,164860.248035
2066,145937.073015
2067,67452.4290809
2068,181767.019159
2069,123853.572659
2070,111890.868779
2071,182232.343135
2072,104988.563136
2073,188126.44683
2074,180681.263215
2075,144385.993096
2076,190142.850725
2077,174796.85377
2078,167535.860896
2079,132287.569722
2080,200360.589696
2081,137154.08297
2082,139635.810842
2083,163541.830103
2084,171529.891689
2085,161602.980204
2086,117319.648498
2087,149039.232854
2088,186885.582894
2089,200690.194179
2090,152451.608678
2091,155553.768517
2092,167031.759922
2093,87306.2520524
2094,186575.36691
2095,117862.52647
2096,164550.032051
2097,153072.040646
2098,171064.567714
2099,153382.25663
2100,62799.189322
2101,288946.641607
2102,165015.356027
2103,139577.645345
2104,212633.50956
2105,185334.502974
2106,190918.390685
2107,163619.384099
2108,148884.124863
2109,175407.591489
2110,196502.278396
2111,129573.179863
2112,183628.315063
2113,199604.438235
2114,240242.73213
2115,209531.349721
2116,234038.412451
2117,196502.278396
2118,230160.712652
2119,217907.181287
2120,200341.201197
2121,15449459184200000000
2122,180681.263215
2123,188746.878798
2124,248928.77968
2125,197122.710364
2126,211392.645624
2127,372544115679000000
2128,194640.982492
2129,249859.427632
2130,178509.751328
2131,278709.514137
2132,131356.92177
2133,161835.642192
2134,143455.345144
2135,165325.572011
2136,377668.413011
2137,153072.040646
2138,187506.014862
2139,146867.720967
2140,132597.785706
2141,178121.981348
2142,172615.647633
2143,217984.735283
2144,179285.291288
2145,170376.275999
2146,122331.575488
2147,96612.7315703
2148,90873.7358676
2149,118327.850445
2150,167962.407874
2151,168020.573371
2152,602635659279000000
2153,187040.690886
2154,168582.839842
2155,157104.848437
2156,214184.58948
2157,157764.057403
2158,186265.150926
2159,216676.011601
2160,192469.470605
2161,170133.919762
2162,106752.916545
2163,140042.969321
2164,185140.617984
2165,160827.440244
2166,180371.047231
2167,173391.187593
2168,159974.346288
2169,176861.728913
2170,208115.989294
2171,135467.283558
2172,162688.736147
2173,236287.478335
2174,166624.601444
2175,196696.163386
2176,161525.426208
2177,174554.497533
2178,184481.409018
2179,198984.006267
2180,210306.889681
2181,154235.350585
2182,149717.830319
2183,161447.872212
2184,174515.720535
2185,119413.606389
2186,1902168449960000000
2187,191558.211152
2188,178044.427352
2189,140353.185304
2190,136320.377513
2191,142369.5892
2192,152606.71667
2193,150590.312774
2194,125773.03406
2195,180371.047231
2196,160207.008276
2197,145161.533055
2198,156484.416469
2199,157066.071439
2200,189057.094781
2201,123756.630164
2202,177268.887392
2203,188126.44683
2204,225042.148917
2205,201465.734139
2206,183783.423055
2207,174166.727553
2208,156019.092493
2209,153692.472613
2210,269713.250603
2211,202706.598074
2212,178897.521308
2213,127944.545947
2214,147488.152935
2215,174632.051529
2216,137755.126439
2217,59192.9285088
2218,491909884979000000
2219,491909884979000000
2220,202086.166107
2221,194020.550524
2222,179750.615264
2223,127634.329963
2224,184248.747031
2225,152451.608678
2226,127711.883959
2227,237528.342271
2228,189522.418757
2229,235279.276387
2230,194175.658516
2231,225158.479911
2232,185954.934942
2233,225817.688877
2234,213098.833536
2235,204645.447974
2236,216705.094349
2237,188824.432794
2238,247920.577732
2239,54268.2497639
2240,160982.548236
2241,151365.852734
2242,127634.329963
2243,130116.057835
2244,186885.582894
2245,168893.055826
2246,162397.908662
2247,129495.625867
2248,161758.088196
2249,177346.441388
2250,156717.078457
2251,174632.051529
2252,167652.19189
2253,190608.174701
2254,187506.014862
2255,168039.96187
2256,186420.258918
2257,190423.983961
2258,178509.751328
2259,185334.502974
2260,258545.475182
2261,120499.362333
2262,153072.040646
2263,130348.719823
2264,104057.915185
2265,127013.897995
2266,155243.552533
2267,113674.610686
2268,100955.755345
2269,178354.643336
2270,181534.357171
2271,188591.770806
2272,161758.088196
2273,180526.155223
2274,170676.797734
2275,160517.22426
2276,215115.237432
2277,153925.134601
2278,170754.35173
2279,187699.899852
2280,143145.12916
2281,182116.012141
2282,154002.688597
2283,166566.435947
2284,201814.727121
2285,190608.174701
2286,164239.816067
2287,180487.378225
2288,162068.30418
2289,184558.963014
2290,161913.196188
2291,187661.122854
2292,158500.820364
2293,163541.830103
2294,204567.893978
2295,173003.417613
2296,190453.066709
2297,178975.075304
2298,200224.870203
2299,178354.643336
2300,190297.958717
2301,182232.343135
2302,180681.263215
2303,173546.295585
2304,188901.986789
2305,190142.850725
2306,185877.380946
2307,169203.27181
2308,271109.222531
2309,204257.677994
2310,202861.706066
2311,201775.950123
2312,183473.207071
2313,184016.085043
2314,179130.183296
2315,197743.142331
2316,189367.310765
2317,190453.066709
2318,191693.930645
2319,181379.249179
2320,176648.455424
2321,178393.420334
2322,182930.329099
2323,174321.835545
2324,173934.065565
2325,197743.142331
2326,203094.368054
2327,183511.984069
2328,193128.679571
2329,165868.449983
2330,178975.075304
2331,171811.024925
2332,187312.129872
2333,208736.421262
2334,186381.48192
2335,159896.792292
2336,188281.554822
2337,173623.849581
2338,168117.515866
2339,160827.440244
2340,170831.905726
2341,165170.464019
2342,146867.720967
2343,170754.35173
2344,160207.008276
2345,158966.14434
2346,171684.999681
2347,178664.85932
2348,185954.934942
2349,160517.22426
2350,187816.230846
2351,205808.757914
2352,196347.170404
2353,182232.343135
2354,132908.00169
2355,161758.088196
2356,146635.058979
2357,171064.567714
2358,154157.796589
2359,182387.451127
2360,135738.722543
2361,151171.967744
2362,181418.026177
2363,143145.12916
2364,168737.947834
2365,211140.595137
2366,196192.062412
2367,198673.790283
2368,191538.822653
2369,195261.41446
2370,176338.23944
2371,209066.025745
2372,183007.883095
2373,150590.312774
2374,171529.891689
2375,221242.003114
2376,183870.6713
2377,176881.117412
2378,213564.157512
2379,150280.09679
2380,212013.077592
2381,153227.148638
2382,220078.693174
2383,182077.235143
2384,173119.748607
2385,162068.30418
2386,210461.997673
2387,182465.005123
2388,158190.60438
2389,198828.898275
2390,237140.572291
2391,190918.390685
2392,164550.032051
2393,218062.289279
2394,149543.333828
2395,147992.253909
2396,138802.105385
2397,165092.910023
2398,154022.077096
2399,137251.025465
2400,173236.079601
2401,277158.434218
2402,159276.360324
2403,191228.606669
2404,201775.950123
2405,147798.368919
2406,167574.637894
2407,149349.448838
2408,134032.534632
2409,153227.148638
2410,150590.312774
2411,173313.633597
2412,200535.086187
2413,175717.807472
2414,202822.929068
2415,157104.848437
2416,141477.718246
2417,212090.631588
2418,221358.334108
2419,146867.720967
2420,203288.253044
2421,503538.54849
2422,129379.294873
2423,140663.401288
2424,256373.963294
2425,121352.456289
2426,136165.269521
2427,125152.602092
2428,185412.05697
2429,144696.209079
2430,167031.759922
2431,186420.258918
2432,160749.886248
2433,178121.981348
2434,150629.089772
2435,191693.930645
2436,170289.027754
2437,132636.562704
2438,179207.737292
2439,155088.444541
2440,150435.204782
2441,218217.397271
2442,147410.598939
2443,128720.085907
2444,171239.064204
2445,156484.416469
2446,133683.54165
2447,176338.23944
2448,196502.278396
2449,174476.943537
2450,145471.749039
2451,372084.5253
2452,148418.800887
2453,108400.93896
2454,169823.703778
2455,194640.982492
2456,160982.548236
2457,239156.976186
2458,207359.837833
2459,236365.032331
2460,193012.348577
2461,193400.118556
2462,183240.545083
2463,199914.654219
2464,153537.364621
2465,159896.792292
2466,181611.911167
2467,167341.975906
2468,216045.885383
2469,203482.138034
2470,172072.769661
2471,177113.7794
2472,133218.217674
2473,219148.045223
2474,150590.312774
2475,135544.837554
2476,164239.816067
2477,165946.003979
2478,196928.825374
2479,143969.140367
2480,137406.133457
2481,139189.875365
2482,115846.122574
2483,164239.816067
2484,145937.073015
2485,189522.418757
2486,166101.111971
2487,151520.960726
2488,119103.390405
2489,180603.709219
2490,136940.809481
2491,60705.2314304
2492,157337.510425
2493,209492.572723
2494,217131.641327
2495,189677.526749
2496,174787.159521
2497,178432.197332
2498,179595.507272
2499,212633.50956
2500,162378.520163
2501,149640.276323
2502,145161.533055
2503,133838.649642
2504,515908.41085
2505,245051.079881
2506,167341.975906
2507,173934.065565
2508,165790.895987
2509,164550.032051
2510,155301.71803
2511,159315.137322
2512,159586.576308
2513,164162.262071
2514,276285.951763
2515,135486.672057
2516,165451.597254
2517,147255.490947
2518,151210.744742
2519,183938.531047
2520,156406.862473
2521,176260.685444
2522,173701.403577
2523,160051.900284
2524,177113.7794
2525,1902168449960000000
2526,177346.441388
2527,192042.923627
2528,112075.059519
2529,246059.281829
2530,183318.099079
2531,167419.529902
2532,162998.952131
2533,170715.574732
2534,194718.536488
2535,183007.883095
2536,225119.702913
2537,176028.023456
2538,177656.657372
2539,157259.956429
2540,182542.559119
2541,169823.703778
2542,189638.749751
2543,181767.019159
2544,148573.908879
2545,122166.773247
2546,159140.640831
2547,177268.887392
2548,212400.847572
2549,142679.805184
2550,251255.399559
2551,219923.585182
2552,192159.254621
2553,95992.2996025
2554,147798.368919
2555,181767.019159
2556,198324.797301
2557,119723.822373
2558,243034.675985
2559,160711.10925
2560,121895.334261
2561,167807.299882
2562,219148.045223
2563,168466.508848
2564,183085.437091
2565,126703.682012
2566,136010.161529
2567,145626.857031
2568,129495.625867
2569,221939.989078
2570,250169.643616
2571,154855.782553
2572,216356.101367
2573,143145.12916
2574,241832.906897
2575,168427.73185
2576,121430.010285
2577,372544115679000000
2578,149969.880806
2579,79240.6364702
2580,156251.754481
2581,108711.154944
2582,218527.613255
2583,171064.567714
2584,217441.857311
2585,161001.936735
2586,182852.775103
2587,171529.891689
2588,154002.688597
2589,199197.279756
2590,220078.693174
2591,152897.544155
2592,223956.392974
2593,151986.284702
2594,193283.787562
2595,210151.781689
2596,186265.150926
2597,198673.790283
2598,193865.442532
2599,196502.278396
2600,535878.564815
2601,266339.651778
2602,184403.855022
2603,170133.919762
2604,98784.2434578
2605,183007.883095
2606,223956.392974
2607,223801.284982
2608,171684.999681
2609,157521.701165
2610,146867.720967
2611,231556.68458
2612,136194.35227
2613,157492.618417
2614,122050.442253
2615,169203.27181
2616,180681.263215
2617,182852.775103
2618,107160.075024
2619,154468.012573
2620,188281.554822
2621,167632.803391
2622,175097.375505
2623,216976.533335
2624,192934.794581
2625,99249.5674337
2626,156484.416469
2627,143765.561128
2628,116776.770526
2629,159586.576308
2630,158190.60438
2631,126703.682012
2632,142990.021168
2633,132752.893698
2634,105919.211088
2635,225972.796869
2636,158500.820364
2637,246757.267792
2638,170599.243738
2639,178664.85932
2640,168466.508848
2641,148399.412388
2642,144851.317071
2643,161874.41919
2644,181039.950447
2645,153227.148638
2646,162843.844139
2647,181592.522668
2648,236830.356307
2649,156794.632453
2650,176958.671408
2651,176958.671408
2652,178509.751328
2653,186808.028898
2654,173856.511569
2655,195261.41446
2656,185489.610966
2657,193671.557542
2658,201155.518155
2659,192314.362613
2660,184985.509992
2661,180371.047231
2662,180371.047231
2663,169668.595786
2664,196192.062412
2665,235977.262351
2666,196347.170404
2667,180526.155223
2668,172305.431649
2669,197277.818356
2670,196036.95442
2671,192159.254621
2672,182542.559119
2673,188630.547804
2674,193787.888536
2675,180526.155223
2676,198635.013285
2677,160439.670264
2678,202706.598074
2679,195261.41446
2680,169513.487794
2681,172082.463911
2682,162843.844139
2683,184869.178998
2684,183395.653075
2685,232642.440524
2686,165015.356027
2687,174476.943537
2688,176958.671408
2689,171684.999681
2690,151210.744742
2691,177889.31936
2692,164394.924059
2693,180371.047231
2694,133528.433658
2695,168505.285846
2696,171684.999681
2697,157259.956429
2698,102506.835265
2699,174476.943537
2700,173778.957573
2701,153382.25663
2702,108866.262936
2703,105298.77912
2704,173080.971609
2705,188746.878798
2706,147643.260927
2707,95216.7596426
2708,173080.971609
2709,124415.83913
2710,176958.671408
2711,370843.661364
2712,155553.768517
2713,194951.198476
2714,221319.55711
2715,174321.835545
2716,200108.539209
2717,171064.567714
2718,178354.643336
2719,198984.006267
2720,147798.368919
2721,148651.462875
2722,104755.901148
2723,169746.149782
2724,166139.888969
2725,180371.047231
2726,135544.837554
2727,62023.6493621
2728,150590.312774
2729,147100.382955
2730,129650.733859
2731,186730.474902
2732,182813.998105
2733,165054.133025
2734,263353.822933
2735,113364.394703
2736,160963.159737
2737,179750.615264
2738,178199.535344
2739,139887.861329
2740,167341.975906
2741,201620.842131
2742,149969.880806
2743,182387.451127
2744,177346.441388
2745,145781.965023
2746,167303.198908
2747,171064.567714
2748,178664.85932
2749,151520.960726
2750,128254.761931
2751,175252.483497
2752,104057.915185
2753,88702.2239801
2754,89787.9799239
2755,146402.396991
2756,129650.733859
2757,171684.999681
2758,149582.110826
2759,119103.390405
2760,166527.658949
2761,130038.503839
2762,109719.356891
2763,134614.189602
2764,130116.057835
2765,114605.258638
2766,217025.004583
2767,184209.970033
2768,161506.037709
2769,170676.797734
2770,152451.608678
2771,173662.626579
2772,176958.671408
2773,181767.019159
2774,121972.888257
2775,132365.123718
2776,150900.528758
2777,145006.425063
2778,161137.656228
2779,169203.27181
2780,170133.919762
2781,167962.407874
2782,171995.215665
2783,159896.792292
2784,136010.161529
2785,142272.646705
2786,146247.288999
2787,149039.232854
2788,165480.680003
2789,122360.658237
2790,124842.386108
2791,176028.023456
2792,98474.0274739
2793,304767.656787
2794,331756.447389
2795,208910.917753
2796,183473.207071
2797,236830.356307
2798,108711.154944
2799,83506.1062493
2800,156174.200485
2801,191538.822653
2802,137251.025465
2803,218837.829239
2804,113364.394703
2805,168175.681363
2806,171529.891689
2807,199139.114259
2808,132908.00169
2809,138627.608894
2810,134459.08161
2811,142679.805184
2812,170754.35173
2813,167652.19189
2814,146402.396991
2815,184714.071006
2816,180371.047231
2817,166488.881951
2818,160672.332252
2819,221939.989078
2820,173313.633597
2821,142524.697192
2822,94751.4356667
2823,160749.886248
2824,151676.068718
2825,132908.00169
2826,167303.198908
2827,128797.639903
2828,152916.932654
2829,230005.60466
2830,145316.641047
2831,166139.888969
2832,160207.008276
2833,156794.632453
2834,173934.065565
2835,157899.776895
2836,158966.14434
2837,145626.857031
2838,145355.418045
2839,173546.295585
2840,166023.557975
2841,168098.127367
2842,194640.982492
2843,167380.752904
2844,139189.875365
2845,197549.257342
2846,176726.00942
2847,155863.984501
2848,174011.619561
2849,151831.17671
2850,181359.86068
2851,167264.42191
2852,150144.377297
2853,185644.718958
2854,198673.790283
2855,150124.988798
2856,191228.606669
2857,171219.675705
2858,165480.680003
2859,129495.625867
2860,121430.010285
2861,141749.157232
2862,183550.761067
2863,151831.17671
2864,180564.932221
2865,209841.565705
2866,170289.027754
2867,279329.946105
2868,198984.006267
2869,207670.053817
2870,130116.057835
2871,216530.597858
2872,197588.03434
2873,272194.978475
2874,158423.266368
2875,147643.260927
2876,188281.554822
2877,183376.264576
2878,171684.999681
2879,142602.251188
2880,171684.999681
2881,166721.543938
2882,171064.567714
2883,120499.362333
2884,150425.510533
2885,139112.321369
2886,109341.281161
2887,205110.77195
2888,136940.809481
2889,186885.582894
2890,181999.681147
2891,167157.785166
2892,113674.610686
2893,62488.973338
2894,176648.455424
2895,179750.615264
2896,166721.543938
2897,172925.863617
2898,138724.551389
2899,156697.689958
2900,137561.241449
2901,225042.148917
2902,176667.843923
2903,183162.991087
2904,195106.306468
2905,15347595920500000000
2906,203171.92205
2907,146557.504983
2908,139112.321369
2909,174321.835545
2910,173546.295585
2911,164550.032051
2912,162378.520163
2913,144075.777112
2914,146557.504983
2915,137871.457433
2916,128409.869923
2917,143571.676138
2918,140973.617272
2919,144385.993096
